Context;Instance;Reference;ar;es;it;nb;pl;pt;ru;zh;en;fr
ReportViewName;"\System\010 System Dashboard.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Report Executions";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Executions per day";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"KPI";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Executions per day per context";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Errors";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Errors per day";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"KPI";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Activity Header";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"General Header";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"General Container";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Last Events";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Last events";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Data Table";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"System Reports";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Reports";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\010 System Dashboard.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\System\100 Configuration - Security Summary.srex";"100 Configuration - Security Summary";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"View";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Tab Control";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Groups";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Groups";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Data Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Groups - Folders";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Groups Folders";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Data Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Groups - Editors";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Groups Editors";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Data Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Users";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Users";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Data Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Users - Folders";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Users Folders";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Data Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Users - Editors";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Users Editors";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\100 Configuration - Security Summary.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\System\110 Configuration - List of Windows Groups and Users.srex";"110 Configuration - List of Windows Groups and Users";;;;;;;;;;
ReportViewName;"\System\110 Configuration - List of Windows Groups and Users.srex";"View";;;;;;;;;;
ReportViewName;"\System\110 Configuration - List of Windows Groups and Users.srex";"Model";;;;;;;;;;
ReportViewName;"\System\110 Configuration - List of Windows Groups and Users.srex";"Container";;;;;;;;;;
ReportViewName;"\System\110 Configuration - List of Windows Groups and Users.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\110 Configuration - List of Windows Groups and Users.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\110 Configuration - List of Windows Groups and Users.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\110 Configuration - List of Windows Groups and Users.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\110 Configuration - List of Windows Groups and Users.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\System\200 Audit - Search.srex";"200 Audit - Search";;;;;;;;;;
ReportViewName;"\System\200 Audit - Search.srex";"View";;;;;;;;;;
ReportViewName;"\System\200 Audit - Search.srex";"Model";;;;;;;;;;
ReportViewName;"\System\200 Audit - Search.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\200 Audit - Search.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\200 Audit - Search.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\200 Audit - Search.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\200 Audit - Search.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\200 Audit - Search.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\System\210 Audit - Last Errors.srex";"210 Audit - Last Errors";;;;;;;;;;
ReportViewName;"\System\210 Audit - Last Errors.srex";"View";;;;;;;;;;
ReportViewName;"\System\210 Audit - Last Errors.srex";"Model";;;;;;;;;;
ReportViewName;"\System\210 Audit - Last Errors.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\210 Audit - Last Errors.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\210 Audit - Last Errors.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\210 Audit - Last Errors.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\210 Audit - Last Errors.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\210 Audit - Last Errors.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\System\220 Audit - Login Failures.srex";"220 Audit - Login Failures";;;;;;;;;;
ReportViewName;"\System\220 Audit - Login Failures.srex";"View";;;;;;;;;;
ReportViewName;"\System\220 Audit - Login Failures.srex";"Model";;;;;;;;;;
ReportViewName;"\System\220 Audit - Login Failures.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\220 Audit - Login Failures.srex";"Page Table";;;;;;;;;;
ReportViewName;"\System\220 Audit - Login Failures.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\220 Audit - Login Failures.srex";"Chart NVD3";;;;;;;;;;
ReportViewName;"\System\220 Audit - Login Failures.srex";"Chart Plotly";;;;;;;;;;
ReportViewName;"\System\220 Audit - Login Failures.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\System\250 Audit - Users Activity.srex";"250 Audit - Users Activity";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"View";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Container";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Events per user";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Events per type";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Chart JS";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Weekly events per user";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Events per user week";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Data Table";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Events per type";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Events per type";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Model Container";;;;;;;;;;
ReportViewName;"\System\250 Audit - Users Activity.srex";"Data Table";;;;;;;;;;
ReportDisplayName;"\System\300 Reports - Inventory.srex";"300 Reports - Inventory";;;;;;;;;;
ReportViewName;"\System\300 Reports - Inventory.srex";"View";;;;;;;;;;
ReportViewName;"\System\300 Reports - Inventory.srex";"Tab Control";;;;;;;;;;
ReportViewName;"\System\300 Reports - Inventory.srex";"Reports";;;;;;;;;;
