Context;Instance;Reference;en;fr;it;pt;nb
ReportViewName;"\work\test Excel.srex";"Chart JS";;;;;
ReportViewName;"\work\test Excel.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test Excel.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test Excel.srex";"Data Table";;;;;
ReportViewName;"\work\test Excel.srex";"CSV";;;;;
ReportViewName;"\work\test Excel.srex";"Model CSV Excel View";;;;;
ReportDisplayName;"\work\test grid layout.srex";"test grid layout";;;;;
ReportViewName;"\work\test grid layout.srex";"view";;;;;
ReportViewName;"\work\test grid layout.srex";"Container View";;;;;
ReportViewName;"\work\test grid layout.srex";"md1 - Copy2";;;;;
ReportViewName;"\work\test grid layout.srex";"Model Container";;;;;
ReportViewName;"\work\test grid layout.srex";"Page Table";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart JS";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test grid layout.srex";"Data Table";;;;;
ReportViewName;"\work\test grid layout.srex";"md1 - Copy3";;;;;
ReportViewName;"\work\test grid layout.srex";"Model Container";;;;;
ReportViewName;"\work\test grid layout.srex";"Page Table";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart JS";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test grid layout.srex";"Data Table";;;;;
ReportViewName;"\work\test grid layout.srex";"md1 - Copy4";;;;;
ReportViewName;"\work\test grid layout.srex";"Model Container";;;;;
ReportViewName;"\work\test grid layout.srex";"Page Table";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart JS";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test grid layout.srex";"Data Table";;;;;
ReportViewName;"\work\test grid layout.srex";"md1 - Copy5";;;;;
ReportViewName;"\work\test grid layout.srex";"Model Container";;;;;
ReportViewName;"\work\test grid layout.srex";"Page Table";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart JS";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test grid layout.srex";"Data Table";;;;;
ReportViewName;"\work\test grid layout.srex";"md1";;;;;
ReportViewName;"\work\test grid layout.srex";"Model Container";;;;;
ReportViewName;"\work\test grid layout.srex";"Page Table";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart JS";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test grid layout.srex";"Data Table";;;;;
ReportViewName;"\work\test grid layout.srex";"Container View";;;;;
ReportViewName;"\work\test grid layout.srex";"md1 - Copy6";;;;;
ReportViewName;"\work\test grid layout.srex";"Model Container";;;;;
ReportViewName;"\work\test grid layout.srex";"Page Table";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart JS";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test grid layout.srex";"Data Table";;;;;
ReportViewName;"\work\test grid layout.srex";"md1 - Copy";;;;;
ReportViewName;"\work\test grid layout.srex";"Model Container";;;;;
ReportViewName;"\work\test grid layout.srex";"Page Table";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart JS";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test grid layout.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test grid layout.srex";"Data Table";;;;;
ReportViewName;"\work\test grid layout.srex";"CSV";;;;;
ReportViewName;"\work\test grid layout.srex";"Model CSV Excel View";;;;;
ReportDisplayName;"\work\test MSSQL et MySQL.srex";"test MSSQL et MySQL";;;;;
ReportViewName;"\work\test MSSQL et MySQL.srex";"view";;;;;
ReportViewName;"\work\test MSSQL et MySQL.srex";"Model HTML";;;;;
ReportViewName;"\work\test MSSQL et MySQL.srex";"Model Container";;;;;
ReportViewName;"\work\test MSSQL et MySQL.srex";"Page Table";;;;;
ReportViewName;"\work\test MSSQL et MySQL.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test MSSQL et MySQL.srex";"Data Table";;;;;
ReportViewName;"\work\test MSSQL et MySQL.srex";"CSV";;;;;
ReportViewName;"\work\test MSSQL et MySQL.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\test scroll spy.srex";"test scroll spy";;;;;
ReportViewName;"\work\test scroll spy.srex";"view";;;;;
ReportViewName;"\work\test scroll spy.srex";"Tab Control View";;;;;
ReportViewName;"\work\test scroll spy.srex";"Tab Page View";;;;;
ReportViewName;"\work\test scroll spy.srex";"Model HTML View";;;;;
ReportViewName;"\work\test scroll spy.srex";"Model Container";;;;;
ReportViewName;"\work\test scroll spy.srex";"Page Table";;;;;
ReportViewName;"\work\test scroll spy.srex";"Chart JS";;;;;
ReportViewName;"\work\test scroll spy.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test scroll spy.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test scroll spy.srex";"Data Table";;;;;
ReportViewName;"\work\test scroll spy.srex";"Tab Page View2";;;;;
ReportViewName;"\work\test scroll spy.srex";"Model HTML View";;;;;
ReportViewName;"\work\test scroll spy.srex";"Model Container";;;;;
ReportViewName;"\work\test scroll spy.srex";"Page Table";;;;;
ReportViewName;"\work\test scroll spy.srex";"Chart JS";;;;;
ReportViewName;"\work\test scroll spy.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test scroll spy.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test scroll spy.srex";"Data Table";;;;;
ReportViewName;"\work\test scroll spy.srex";"Tab Page View3";;;;;
ReportViewName;"\work\test scroll spy.srex";"Model HTML View";;;;;
ReportViewName;"\work\test scroll spy.srex";"Model Container";;;;;
ReportViewName;"\work\test scroll spy.srex";"Page Table";;;;;
ReportViewName;"\work\test scroll spy.srex";"Chart JS";;;;;
ReportViewName;"\work\test scroll spy.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test scroll spy.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test scroll spy.srex";"Data Table";;;;;
ReportViewName;"\work\test scroll spy.srex";"CSV";;;;;
ReportViewName;"\work\test scroll spy.srex";"Model CSV Excel View";;;;;
ReportDisplayName;"\work\test subtotals.srex";"test subtotals";;;;;
ReportViewName;"\work\test subtotals.srex";"view";;;;;
ReportViewName;"\work\test subtotals.srex";"Model HTML";;;;;
ReportViewName;"\work\test subtotals.srex";"Model Container";;;;;
ReportViewName;"\work\test subtotals.srex";"Page Table";;;;;
ReportViewName;"\work\test subtotals.srex";"Chart JS";;;;;
ReportViewName;"\work\test subtotals.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test subtotals.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test subtotals.srex";"Data Table";;;;;
ReportViewName;"\work\test subtotals.srex";"CSV";;;;;
ReportViewName;"\work\test subtotals.srex";"Model CSV Excel";;;;;
ReportOutputName;"\work\test subtotals.srex";"output (Folder Device)";;;;;
ReportDisplayName;"\work\test tab control.srex";"test tab control";;;;;
ReportViewName;"\work\test tab control.srex";"view";;;;;
ReportViewName;"\work\test tab control.srex";"Tab Control View";;;;;
ReportViewName;"\work\test tab control.srex";"Tab Page View";;;;;
ReportViewName;"\work\test tab control.srex";"Model HTML View";;;;;
ReportViewName;"\work\test tab control.srex";"Container View";;;;;
ReportViewName;"\work\test tab control.srex";"Page Table HTML View";;;;;
ReportViewName;"\work\test tab control.srex";"Chart NVD3 View";;;;;
ReportViewName;"\work\test tab control.srex";"Data Table HTML View";;;;;
ReportViewName;"\work\test tab control.srex";"Free HTML View11";;;;;
ReportViewName;"\work\test tab control.srex";"Tab Page View2";;;;;
ReportViewName;"\work\test tab control.srex";"Model HTML View";;;;;
ReportViewName;"\work\test tab control.srex";"Model Container";;;;;
ReportViewName;"\work\test tab control.srex";"Page Table";;;;;
ReportViewName;"\work\test tab control.srex";"Chart JS";;;;;
ReportViewName;"\work\test tab control.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test tab control.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test tab control.srex";"Data Table";;;;;
ReportViewName;"\work\test tab control.srex";"Free HTML View22";;;;;
ReportViewName;"\work\test tab control.srex";"CSV";;;;;
ReportViewName;"\work\test tab control.srex";"Model CSV Excel View";;;;;
ReportDisplayName;"\work\test tab control2.srex";"test tab control2";;;;;
ReportViewName;"\work\test tab control2.srex";"view";;;;;
ReportViewName;"\work\test tab control2.srex";"Tab Control View";;;;;
ReportViewName;"\work\test tab control2.srex";"Tab Page View";;;;;
ReportViewName;"\work\test tab control2.srex";"Free HTML View 11";;;;;
ReportViewName;"\work\test tab control2.srex";"Tab Page View2";;;;;
ReportViewName;"\work\test tab control2.srex";"Free HTML View 22";;;;;
ReportViewName;"\work\test tab control2.srex";"CSV";;;;;
ReportViewName;"\work\test tab control2.srex";"Model CSV Excel View";;;;;
ReportDisplayName;"\work\test tables.srex";"test tables";;;;;
ReportViewName;"\work\test tables.srex";"view";;;;;
ReportViewName;"\work\test tables.srex";"Tab Control";;;;;
ReportViewName;"\work\test tables.srex";"Tab Page";;;;;
ReportViewName;"\work\test tables.srex";"Container";;;;;
ReportViewName;"\work\test tables.srex";"Model HTML";;;;;
ReportViewName;"\work\test tables.srex";"Model Container";;;;;
ReportViewName;"\work\test tables.srex";"Page Table";;;;;
ReportViewName;"\work\test tables.srex";"Chart JS";;;;;
ReportViewName;"\work\test tables.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test tables.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test tables.srex";"Data Table";;;;;
ReportViewName;"\work\test tables.srex";"Model HTML2";;;;;
ReportViewName;"\work\test tables.srex";"Model Container";;;;;
ReportViewName;"\work\test tables.srex";"Page Table";;;;;
ReportViewName;"\work\test tables.srex";"Chart JS";;;;;
ReportViewName;"\work\test tables.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test tables.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test tables.srex";"Data Table";;;;;
ReportViewName;"\work\test tables.srex";"Tab Page2";;;;;
ReportViewName;"\work\test tables.srex";"Model HTML";;;;;
ReportViewName;"\work\test tables.srex";"Model Container";;;;;
ReportViewName;"\work\test tables.srex";"Page Table";;;;;
ReportViewName;"\work\test tables.srex";"Chart JS";;;;;
ReportViewName;"\work\test tables.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test tables.srex";"Chart Plotly";;;;;
ReportViewName;"\work\test tables.srex";"Data Table";;;;;
ReportViewName;"\work\test tables.srex";"CSV";;;;;
ReportViewName;"\work\test tables.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\test2.srex";"test2";;;;;
ReportViewName;"\work\test2.srex";"view";;;;;
ReportViewName;"\work\test2.srex";"Model HTML View";;;;;
ReportViewName;"\work\test2.srex";"Model Container";;;;;
ReportViewName;"\work\test2.srex";"Page Table";;;;;
ReportViewName;"\work\test2.srex";"Chart NVD3";;;;;
ReportViewName;"\work\test2.srex";"Chart JS";;;;;
ReportViewName;"\work\test2.srex";"Data Table";;;;;
ReportViewName;"\work\test2.srex";"CSV";;;;;
ReportViewName;"\work\test2.srex";"Model CSV Excel View";;;;;
ReportDisplayName;"\work\aaa\dates.srex";"dates";;;;;
ReportViewName;"\work\aaa\dates.srex";"view";;;;;
ReportViewName;"\work\aaa\dates.srex";"Model HTML View";;;;;
ReportViewName;"\work\aaa\dates.srex";"Model Container";;;;;
ReportViewName;"\work\aaa\dates.srex";"Page Table";;;;;
ReportViewName;"\work\aaa\dates.srex";"Chart JS";;;;;
ReportViewName;"\work\aaa\dates.srex";"Chart NVD3";;;;;
ReportViewName;"\work\aaa\dates.srex";"Chart Plotly";;;;;
ReportViewName;"\work\aaa\dates.srex";"Data Table";;;;;
ReportViewName;"\work\aaa\dates.srex";"CSV";;;;;
ReportViewName;"\work\aaa\dates.srex";"Model CSV Excel View";;;;;
ReportViewName;"\work\aaa\dates.srex";"view - Desktop";;;;;
ReportViewName;"\work\aaa\dates.srex";"Model HTML View";;;;;
ReportViewName;"\work\aaa\dates.srex";"Model Container";;;;;
ReportViewName;"\work\aaa\dates.srex";"Page Table";;;;;
ReportViewName;"\work\aaa\dates.srex";"Chart JS";;;;;
ReportViewName;"\work\aaa\dates.srex";"Chart NVD3";;;;;
ReportViewName;"\work\aaa\dates.srex";"Chart Plotly";;;;;
ReportViewName;"\work\aaa\dates.srex";"Data Table";;;;;
ReportOutputName;"\work\aaa\dates.srex";"Destination (Répertoire)";;;;;
ReportDisplayName;"\work\aaa\Nouveau rapport.srex";"Nouveau rapport";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"view";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Model HTML View";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Model Container";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Page Table";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Chart JS";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Chart NVD3";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Chart Plotly";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Data Table";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"CSV";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Model CSV Excel View";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"view - Desktop";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Model HTML View";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Model Container";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Page Table";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Chart JS";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Chart NVD3";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Chart Plotly";;;;;
ReportViewName;"\work\aaa\Nouveau rapport.srex";"Data Table";;;;;
ReportOutputName;"\work\aaa\Nouveau rapport.srex";"Destination (Répertoire)";;;;;
ReportDisplayName;"\work\aaa\test chart.srex";"test chart";;;;;
ReportViewName;"\work\aaa\test chart.srex";"view";;;;;
ReportViewName;"\work\aaa\test chart.srex";"Model HTML";;;;;
ReportViewName;"\work\aaa\test chart.srex";"Model Container";;;;;
ReportViewName;"\work\aaa\test chart.srex";"Chart JS";;;;;
ReportViewName;"\work\aaa\test chart.srex";"Chart NVD3";;;;;
ReportViewName;"\work\aaa\test chart.srex";"Chart Plotly";;;;;
ReportViewName;"\work\aaa\test chart.srex";"Data Table";;;;;
ReportViewName;"\work\aaa\test chart.srex";"CSV";;;;;
ReportViewName;"\work\aaa\test chart.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\bbb\Charts Gallery - Advanced.srex";"Charts Gallery - Advanced";;;;;
ReportViewName;"\work\bbb\Charts Gallery - Advanced.srex";"view";;;;;
ReportViewName;"\work\bbb\Charts Gallery - Advanced.srex";"Container";;;;;
ReportViewName;"\work\bbb\Charts Gallery - Advanced.srex";"POLAR AREA";;;;;
ReportViewName;"\work\bbb\Charts Gallery - Advanced.srex";"Chart JS";;;;;
ReportDisplayName;"\work\bbb\Nouveau rapport.srex";"Nouveau rapport";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"view";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"Model HTML View";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"Model Container";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"Page Table";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"Chart JS";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"Chart NVD3";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"Chart Plotly";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"Data Table";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"CSV";;;;;
ReportViewName;"\work\bbb\Nouveau rapport.srex";"Model CSV Excel View";;;;;
ReportDisplayName;"\work\HIS2\Account Statement (Excel).srex";"Account Statement (Excel)";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Account Statement (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\BPO\Account Statement (Excel).srex";"Account Statement (Excel)";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"Account Statement by CA (Excel)";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\BPO\Account Statement by CA (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\BPO\Liste apports retraits par CA (Excel).srex";"Liste apports retraits par CA (Excel)";;;;;
ReportViewName;"\work\HIS2\BPO\Liste apports retraits par CA (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\BPO\Liste apports retraits par CA (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\BPO\Liste apports retraits par CA (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\BPO\Liste apports retraits par CA (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\BPO\Liste apports retraits par CA (Excel).srex";"Chart JS";;;;;
